t,delta,omega,delta_dev,omega_dev
8.774,0.729721,1,-7.00707e-06,-1.80167e-08
8.775,0.729721,1,-7.01268e-06,-1.773e-08
8.776,0.729721,1,-7.01821e-06,-1.74436e-08
8.777,0.729721,1,-7.02364e-06,-1.71576e-08
8.778,0.729721,1,-7.02899e-06,-1.68719e-08
8.779,0.729721,1,-7.03424e-06,-1.65867e-08
8.78,0.729721,1,-7.03941e-06,-1.63018e-08
8.781,0.729721,1,-7.04448e-06,-1.60174e-08
8.782,0.729721,1,-7.04947e-06,-1.57333e-08
8.783,0.729721,1,-7.05437e-06,-1.54496e-08
8.784,0.729721,1,-7.05918e-06,-1.51663e-08
8.785,0.729721,1,-7.0639e-06,-1.48834e-08
8.786,0.729721,1,-7.06853e-06,-1.46008e-08
8.787,0.729721,1,-7.07307e-06,-1.43187e-08
8.788,0.729721,1,-7.07753e-06,-1.4037e-08
8.789,0.729721,1,-7.08189e-06,-1.37557e-08
8.79,0.729721,1,-7.08617e-06,-1.34748e-08
8.791,0.729721,1,-7.09036e-06,-1.31943e-08
8.792,0.729721,1,-7.09446e-06,-1.29143e-08
8.793,0.729721,1,-7.09847e-06,-1.26346e-08
8.794,0.729721,1,-7.1024e-06,-1.23554e-08
8.795,0.729721,1,-7.10624e-06,-1.20765e-08
8.796,0.729721,1,-7.10999e-06,-1.17981e-08
8.797,0.729721,1,-7.11365e-06,-1.15202e-08
8.798,0.729721,1,-7.11723e-06,-1.12426e-08
8.799,0.729721,1,-7.12071e-06,-1.09655e-08
8.8,0.729721,1,-7.12412e-06,-1.06888e-08
8.801,0.729721,1,-7.12743e-06,-1.04125e-08
8.802,0.729721,1,-7.13066e-06,-1.01367e-08
8.803,0.729721,1,-7.1338e-06,-9.86133e-09
8.804,0.729721,1,-7.13685e-06,-9.58638e-09
8.805,0.729721,1,-7.13982e-06,-9.31188e-09
8.806,0.729721,1,-7.14271e-06,-9.03781e-09
8.807,0.729721,1,-7.1455e-06,-8.7642e-09
8.808,0.729721,1,-7.14821e-06,-8.49103e-09
8.809,0.72972,1,-7.15084e-06,-8.21831e-09
8.81,0.72972,1,-7.15338e-06,-7.94605e-09
8.811,0.72972,1,-7.15583e-06,-7.67424e-09
8.812,0.72972,1,-7.1582e-06,-7.40289e-09
8.813,0.72972,1,-7.16048e-06,-7.13199e-09
8.814,0.72972,1,-7.16268e-06,-6.86156e-09
8.815,0.72972,1,-7.16479e-06,-6.59159e-09
8.816,0.72972,1,-7.16682e-06,-6.32209e-09
8.817,0.72972,1,-7.16876e-06,-6.05305e-09
8.818,0.72972,1,-7.17062e-06,-5.78448e-09
8.819,0.72972,1,-7.1724e-06,-5.51639e-09
8.82,0.72972,1,-7.17409e-06,-5.24877e-09
8.821,0.72972,1,-7.1757e-06,-4.98162e-09
8.822,0.72972,1,-7.17722e-06,-4.71495e-09
8.823,0.72972,1,-7.17866e-06,-4.44876e-09
8.824,0.72972,1,-7.18002e-06,-4.18306e-09
8.825,0.72972,1,-7.18129e-06,-3.91783e-09
8.826,0.72972,1,-7.18248e-06,-3.6531e-09
8.827,0.72972,1,-7.18358e-06,-3.38885e-09
8.828,0.72972,1,-7.18461e-06,-3.12509e-09
8.829,0.72972,1,-7.18555e-06,-2.86182e-09
8.83,0.72972,1,-7.1864e-06,-2.59905e-09
8.831,0.72972,1,-7.18718e-06,-2.33677e-09
8.832,0.72972,1,-7.18787e-06,-2.075e-09
8.833,0.72972,1,-7.18848e-06,-1.81372e-09
8.834,0.72972,1,-7.18901e-06,-1.55294e-09
8.835,0.72972,1,-7.18946e-06,-1.29266e-09
8.836,0.72972,1,-7.18982e-06,-1.0329e-09
8.837,0.72972,1,-7.19011e-06,-7.73634e-10
8.838,0.72972,1,-7.19031e-06,-5.14882e-10
8.839,0.72972,1,-7.19043e-06,-2.56642e-10
8.84,0.72972,1,-7.19047e-06,1.08602e-12
8.841,0.72972,1,-7.19043e-06,2.58299e-10
8.842,0.72972,1,-7.19031e-06,5.14994e-10
8.843,0.72972,1,-7.19011e-06,7.71172e-10
8.844,0.72972,1,-7.18983e-06,1.02683e-09
8.845,0.72972,1,-7.18946e-06,1.28196e-09
8.846,0.72972,1,-7.18902e-06,1.53657e-09
8.847,0.72972,1,-7.1885e-06,1.79066e-09
8.848,0.72972,1,-7.1879e-06,2.04421e-09
8.849,0.72972,1,-7.18721e-06,2.29724e-09
8.85,0.72972,1,-7.18645e-06,2.54974e-09
8.851,0.72972,1,-7.18561e-06,2.8017e-09
8.852,0.72972,1,-7.18469e-06,3.05313e-09
8.853,0.72972,1,-7.18369e-06,3.30402e-09
8.854,0.72972,1,-7.18262e-06,3.55437e-09
8.855,0.72972,1,-7.18146e-06,3.80418e-09
8.856,0.72972,1,-7.18023e-06,4.05345e-09
8.857,0.72972,1,-7.17891e-06,4.30218e-09
8.858,0.72972,1,-7.17752e-06,4.55036e-09
8.859,0.72972,1,-7.17605e-06,4.798e-09
8.86,0.72972,1,-7.17451e-06,5.04508e-09
8.861,0.72972,1,-7.17288e-06,5.29162e-09
8.862,0.72972,1,-7.17118e-06,5.5376e-09
8.863,0.72972,1,-7.1694e-06,5.78303e-09
8.864,0.72972,1,-7.16755e-06,6.02791e-09
8.865,0.72972,1,-7.16562e-06,6.27223e-09
8.866,0.72972,1,-7.16361e-06,6.51598e-09
8.867,0.72972,1,-7.16152e-06,6.75918e-09
8.868,0.72972,1,-7.15936e-06,7.00182e-09
8.869,0.72972,1,-7.15712e-06,7.2439e-09
8.87,0.72972,1,-7.15481e-06,7.4854e-09
8.871,0.72972,1,-7.15242e-06,7.72635e-09
8.872,0.729721,1,-7.14996e-06,7.96672e-09
8.873,0.729721,1,-7.14742e-06,8.20653e-09
8.874,0.729721,1,-7.1448e-06,8.44576e-09
8.875,0.729721,1,-7.14211e-06,8.68442e-09
8.876,0.729721,1,-7.13934e-06,8.92251e-09
8.877,0.729721,1,-7.1365e-06,9.16002e-09
8.878,0.729721,1,-7.13359e-06,9.39695e-09
8.879,0.729721,1,-7.1306e-06,9.6333e-09
8.88,0.729721,1,-7.12753e-06,9.86908e-09
8.881,0.729721,1,-7.1244e-06,1.01043e-08
8.882,0.729721,1,-7.12119e-06,1.03389e-08
8.883,0.729721,1,-7.1179e-06,1.05729e-08
8.884,0.729721,1,-7.11454e-06,1.08063e-08
8.885,0.729721,1,-7.11111e-06,1.10392e-08
8.886,0.729721,1,-7.10761e-06,1.12714e-08
8.887,0.729721,1,-7.10403e-06,1.15031e-08
8.888,0.729721,1,-7.10038e-06,1.17342e-08
8.889,0.729721,1,-7.09666e-06,1.19647e-08
8.89,0.729721,1,-7.09286e-06,1.21946e-08
8.891,0.729721,1,-7.08899e-06,1.24239e-08
8.892,0.729721,1,-7.08506e-06,1.26526e-08
8.893,0.729721,1,-7.08105e-06,1.28806e-08
8.894,0.729721,1,-7.07696e-06,1.31081e-08
8.895,0.729721,1,-7.07281e-06,1.3335e-08
8.896,0.729721,1,-7.06858e-06,1.35613e-08
8.897,0.729721,1,-7.06429e-06,1.3787e-08
8.898,0.729721,1,-7.05992e-06,1.40121e-08
8.899,0.729721,1,-7.05548e-06,1.42366e-08
8.9,0.729721,1,-7.05098e-06,1.44604e-08
8.901,0.729721,1,-7.0464e-06,1.46837e-08
8.902,0.729721,1,-7.04175e-06,1.49063e-08
8.903,0.729721,1,-7.03703e-06,1.51284e-08
8.904,0.729721,1,-7.03225e-06,1.53498e-08
8.905,0.729721,1,-7.02739e-06,1.55706e-08
8.906,0.729721,1,-7.02246e-06,1.57908e-08
8.907,0.729721,1,-7.01747e-06,1.60104e-08
8.908,0.729721,1,-7.0124e-06,1.62293e-08
8.909,0.729721,1,-7.00727e-06,1.64476e-08
8.91,0.729721,1,-7.00207e-06,1.66654e-08
8.911,0.729721,1,-6.9968e-06,1.68824e-08
8.912,0.729721,1,-6.99146e-06,1.70989e-08
8.913,0.729721,1,-6.98605e-06,1.73148e-08
8.914,0.729721,1,-6.98058e-06,1.753e-08
8.915,0.729721,1,-6.97504e-06,1.77446e-08
8.916,0.729721,1,-6.96943e-06,1.79585e-08
8.917,0.729721,1,-6.96376e-06,1.81719e-08
8.918,0.729721,1,-6.95801e-06,1.83846e-08
8.919,0.729721,1,-6.95221e-06,1.85966e-08
8.92,0.729721,1,-6.94633e-06,1.88081e-08
8.921,0.729721,1,-6.94039e-06,1.90189e-08
8.922,0.729721,1,-6.93438e-06,1.9229e-08
