delta_star,omega_star,residual_norm,newton_iter,newton_cpu_ms,lambda1_real,lambda1_imag,lambda2_real,lambda2_imag,eig_cpu_ms
0.729728,1,0,5,0.1132,-1,3.19995,-1,-3.19995,0.0294
